955726.552823,1951264.385357
955726.698266,1951264.384934
955726.843704,1951264.383665
955726.989133,1951264.381550
955727.134546,1951264.378588
955727.279940,1951264.374781
955727.425310,1951264.370128
955727.570650,1951264.364629
955727.715955,1951264.358285
955727.861221,1951264.351095
955728.006443,1951264.343061
955728.151616,1951264.334182
955728.296734,1951264.324458
955728.441794,1951264.313891
955728.586789,1951264.302479
955728.731716,1951264.290225
955728.876569,1951264.277127
955729.021343,1951264.263187
955729.166034,1951264.248405
955729.310636,1951264.232781
955729.455145,1951264.216316
955729.599556,1951264.199011
955729.743864,1951264.180866
955729.888063,1951264.161882
955730.032150,1951264.142059
955730.176119,1951264.121398
955730.319965,1951264.099900
955730.463684,1951264.077566
955730.607271,1951264.054395
955730.750720,1951264.030390
955730.894027,1951264.005551
955731.037187,1951263.979878
955731.180196,1951263.953373
955731.323047,1951263.926037
955731.465738,1951263.897870
955731.608262,1951263.868873
955731.750615,1951263.839047
955731.892792,1951263.808394
955732.034788,1951263.776914
955732.176599,1951263.744609
955732.318219,1951263.711479
955732.459645,1951263.677526
955732.600870,1951263.642750
955732.741891,1951263.607154
955732.882702,1951263.570738
955733.023299,1951263.533503
955733.163677,1951263.495451
955733.303831,1951263.456582
955733.443756,1951263.416900
955733.583449,1951263.376403
955733.722903,1951263.335095
955733.862115,1951263.292976
955734.001080,1951263.250048
955734.139792,1951263.206312
955734.278247,1951263.161770
955734.416441,1951263.116423
955734.554369,1951263.070273
955734.692026,1951263.023322
955734.829408,1951262.975570
955734.966509,1951262.927020
955735.103326,1951262.877673
955735.239853,1951262.827531
955735.376087,1951262.776595
955735.512021,1951262.724868
955735.647653,1951262.672351
955735.782976,1951262.619045
955735.917987,1951262.564953
955736.052682,1951262.510077
955736.187054,1951262.454418
955736.321101,1951262.397978
955736.454817,1951262.340760
955736.588197,1951262.282764
955736.721239,1951262.223994
955736.853936,1951262.164450
955736.986284,1951262.104135
955737.118279,1951262.043052
955737.249917,1951261.981201
955737.381192,1951261.918586
955737.512101,1951261.855208
955737.642639,1951261.791070
955737.772802,1951261.726173
955737.902585,1951261.660520
955738.031984,1951261.594113
955738.160994,1951261.526955
955738.289612,1951261.459047
955738.417832,1951261.390392
955738.545650,1951261.320992
955738.673063,1951261.250850
955738.800065,1951261.179967
955738.926653,1951261.108347
955739.052823,1951261.035992
955739.178569,1951260.962904
955739.303887,1951260.889086
955739.428774,1951260.814540
955739.553226,1951260.739268
955739.677237,1951260.663274
955739.800804,1951260.586560
955739.923923,1951260.509128
955740.046589,1951260.430981
955740.168798,1951260.352121
955740.290547,1951260.272552
955740.411831,1951260.192277
955740.532645,1951260.111296
955740.652986,1951260.029615
955740.772851,1951259.947235
955740.892233,1951259.864158
955741.011131,1951259.780389
955741.129539,1951259.695929
955741.247454,1951259.610782
955741.364871,1951259.524950
955741.481787,1951259.438437
955741.598198,1951259.351245
955741.714100,1951259.263377
955741.829488,1951259.174836
955741.944359,1951259.085626
955742.058710,1951258.995749
955742.172535,1951258.905208
955742.285832,1951258.814006
955742.398597,1951258.722147
955742.510825,1951258.629633
955742.622513,1951258.536468
955742.733657,1951258.442655
955742.844253,1951258.348197
955742.954298,1951258.253097
955743.063788,1951258.157358
955743.172719,1951258.060984
955743.281088,1951257.963978
955743.388890,1951257.866343
955743.496123,1951257.768082
955743.602782,1951257.669200
955743.708863,1951257.569698
955743.814365,1951257.469581
955743.919282,1951257.368852
955744.023611,1951257.267514
955744.127349,1951257.165571
955744.230492,1951257.063027
955744.333037,1951256.959884
955744.434980,1951256.856146
955744.536318,1951256.751816
955744.637047,1951256.646899
955744.737164,1951256.541398
955744.836665,1951256.435316
955744.935548,1951256.328657
955745.033808,1951256.221425
955745.131443,1951256.113622
955745.228449,1951256.005254
955745.324823,1951255.896323
955745.420562,1951255.786833
955745.515662,1951255.676788
955745.610120,1951255.566191
955745.703934,1951255.455047
955745.797099,1951255.343359
955745.889612,1951255.231131
955745.981472,1951255.118367
955746.072673,1951255.005070
955746.163214,1951254.891244
955746.253091,1951254.776894
955746.342302,1951254.662023
955746.430842,1951254.546634
955746.518710,1951254.430733
955746.605902,1951254.314322
955746.692416,1951254.197406
955746.778247,1951254.079988
955746.863395,1951253.962074
955746.947854,1951253.843666
955747.031624,1951253.724768
955747.114700,1951253.605385
955747.197080,1951253.485521
955747.278762,1951253.365180
955747.359742,1951253.244365
955747.440018,1951253.123082
955747.519587,1951253.001333
955747.598446,1951252.879124
955747.676593,1951252.756457
955747.754025,1951252.633339
955747.830739,1951252.509772
955747.906734,1951252.385760
955747.982005,1951252.261309
955748.056551,1951252.136422
955748.130370,1951252.011103
955748.203458,1951251.885357
955748.275813,1951251.759188
955748.347433,1951251.632600
955748.418315,1951251.505598
955748.488457,1951251.378185
955748.557857,1951251.250366
955748.626512,1951251.122146
955748.694420,1951250.993529
955748.761579,1951250.864518
955748.827986,1951250.735120
955748.893639,1951250.605337
955748.958535,1951250.475174
955749.022674,1951250.344636
955749.086052,1951250.213727
955749.148667,1951250.082451
955749.210517,1951249.950814
955749.271601,1951249.818818
955749.331915,1951249.686470
955749.391459,1951249.553773
955749.450230,1951249.420732
955749.508225,1951249.287351
955749.565444,1951249.153635
955749.621884,1951249.019589
955749.677543,1951248.885216
955749.732419,1951248.750522
955749.786511,1951248.615511
955749.839816,1951248.480187
955749.892333,1951248.344556
955749.944060,1951248.208621
955749.994996,1951248.072388
955750.045138,1951247.935861
955750.094485,1951247.799044
955750.143035,1951247.661943
955750.190787,1951247.524561
955750.237739,1951247.386904
955750.283889,1951247.248976
955750.329235,1951247.110782
955750.373778,1951246.972326
955750.417513,1951246.833614
955750.460441,1951246.694650
955750.502560,1951246.555438
955750.543869,1951246.415983
955750.584365,1951246.276291
955750.624048,1951246.136365
955750.662916,1951245.996211
955750.700968,1951245.855833
955750.738203,1951245.715236
955750.774619,1951245.574425
955750.810216,1951245.433405
955750.844991,1951245.292179
955750.878944,1951245.150754
955750.912074,1951245.009133
955750.944380,1951244.867323
955750.975859,1951244.725326
955751.006513,1951244.583149
955751.036338,1951244.440796
955751.065335,1951244.298272
955751.093502,1951244.155582
955751.120839,1951244.012730
955751.147344,1951243.869722
955751.173016,1951243.726562
955751.197856,1951243.583254
955751.221861,1951243.439805
955751.245031,1951243.296219
955751.267366,1951243.152500
955751.288863,1951243.008654
955751.309524,1951242.864685
955751.329347,1951242.720598
955751.348331,1951242.576398
955751.366476,1951242.432091
955751.383781,1951242.287680
955751.400246,1951242.143171
955751.415870,1951241.998569
955751.430652,1951241.853878
955751.444592,1951241.709104
955751.457690,1951241.564251
955751.469945,1951241.419324
955751.481356,1951241.274328
955751.491924,1951241.129269
