935650.382190,1916317.663382,-2.025003,3069.424001
935650.367621,1916317.567352,-1.718562,0.123894
935650.353463,1916317.470393,-1.711844,0.050069
935650.339780,1916317.371273,-1.701201,0.125851
935650.327283,1916317.270770,-1.681568,0.329268
935650.317372,1916317.169845,-1.658513,0.191047
935650.309784,1916317.071818,-1.640054,0.166129
935650.303760,1916316.973646,-1.625826,0.097189
935650.299016,1916316.876376,-1.614996,0.120010
935650.295149,1916316.778970,-1.607559,0.035091
935650.291886,1916316.682526,-1.599772,0.083698
935650.289116,1916316.570878,-1.590757,0.136663
935650.287766,1916316.476196,-1.579296,0.082491
935650.287367,1916316.365151,-1.569495,0.102127
935650.288035,1916316.268930,-1.558896,0.101892
935650.289668,1916316.171695,-1.546785,0.170218
935650.292761,1916316.072038,-1.534159,0.108012
935650.296996,1916315.971734,-1.525475,0.057224
935650.301896,1916315.870595,-1.521636,0.017290
935650.306893,1916315.770575,-1.522316,-0.058900
935650.311152,1916315.679842,-1.523605,-0.026760
935650.316131,1916315.574971,-1.520745,0.140067
935650.321191,1916315.479402,-1.518578,-0.016456
935650.326882,1916315.369261,-1.522988,-0.116404
935650.331026,1916315.273861,-1.534262,-0.145410
935650.333886,1916315.177668,-1.550064,-0.179725
935650.335062,1916315.079286,-1.566191,-0.167697
935650.334796,1916314.980438,-1.578089,-0.115874
935650.333613,1916314.880297,-1.584507,-0.013514
935650.332051,1916314.780145,-1.585656,0.025739
935650.330623,1916314.679125,-1.582051,0.089043
935650.329780,1916314.578519,-1.577739,0.013012
935650.329221,1916314.477254,-1.576079,0.010655
935650.328712,1916314.376200,-1.576469,-0.032936
935650.328068,1916314.274058,-1.578569,-0.000692
935650.327122,1916314.171695,-1.582353,-0.053504
935650.325685,1916314.067790,-1.586855,-0.087982
935650.324051,1916313.980439,-1.591519,0.003081
935650.321669,1916313.874017,-1.594409,-0.021009
935650.319023,1916313.767530,-1.596059,-0.020777
935650.316734,1916313.678686,-1.596339,-0.003018
935650.314032,1916313.572176,-1.595389,0.040028
935650.311957,1916313.484496,-1.593268,-0.009671
935650.309664,1916313.377838,-1.591905,0.011277
935650.307459,1916313.271451,-1.592056,0.027496
935650.305154,1916313.165742,-1.593796,-0.040697
935650.303057,1916313.080081,-1.597737,-0.046432
935650.300181,1916312.981178,-1.603105,-0.092115
935650.296435,1916312.875176,-1.609178,-0.047334
935650.291934,1916312.766402,-1.614651,-0.053728
935650.288098,1916312.685191,-1.620623,-0.015319
935650.281976,1916312.566698,-1.623432,-0.006316
935650.277343,1916312.481051,-1.627198,-0.080979
935650.271659,1916312.383962,-1.631123,-0.052402
935650.265099,1916312.278314,-1.633462,0.002820
935650.258049,1916312.167050,-1.633882,-0.003687
935650.252408,1916312.077402,-1.632553,0.024731
935650.245696,1916311.967289,-1.630087,0.002626
935650.240853,1916311.882764,-1.625251,0.122168
935650.235731,1916311.784486,-1.622420,-0.012134
935650.230010,1916311.672911,-1.621116,-0.033323
935650.225633,1916311.583973,-1.616908,0.067817
935650.221118,1916311.480205,-1.609151,0.108065
935650.217703,1916311.377343,-1.596861,0.121778
935650.215761,1916311.274731,-1.579000,0.260178
935650.216010,1916311.171323,-1.558334,0.276017
935650.218099,1916311.086875,-1.539392,0.090421
935650.221834,1916310.985871,-1.533091,0.045907
935650.225705,1916310.885210,-1.537929,-0.142590
935650.228514,1916310.782724,-1.554192,-0.308252
935650.229141,1916310.678493,-1.570548,-0.073472
935650.228568,1916310.571720,-1.579471,-0.028148
935650.227437,1916310.482065,-1.588054,-0.117323
935650.225151,1916310.373711,-1.596357,-0.087529
935650.222331,1916310.282297,-1.607713,-0.084463
935650.217749,1916310.173268,-1.619613,-0.112125
935650.212556,1916310.082211,-1.640163,-0.289309
935650.203721,1916309.971310,-1.656530,-0.154662
935650.195074,1916309.878774,-1.665755,-0.043470
935650.186101,1916309.786306,-1.664396,0.062476
935650.176008,1916309.675669,-1.654675,0.136346
935650.169186,1916309.585116,-1.631687,0.299802
935650.163988,1916309.478542,-1.606034,0.364199
935650.161801,1916309.375744,-1.585171,0.110711
935650.161041,1916309.273780,-1.578994,-0.015592
935650.160128,1916309.171779,-1.586351,-0.150931
935650.158102,1916309.084836,-1.608497,-0.290069
935650.152750,1916308.976110,-1.633578,-0.364539
935650.145332,1916308.881637,-1.658102,-0.173802
935650.135960,1916308.784255,-1.671250,-0.101483
