935522.132601,1915822.204831,-2.025051,-26.512551
935522.611758,1915823.078617,1.050789,-0.124531
935523.130611,1915823.948145,1.066552,0.159432
935523.576453,1915824.826502,1.096698,-0.048006
935524.039641,1915825.719697,1.088380,-0.028998
935524.505703,1915826.601051,1.101739,0.078007
935524.941332,1915827.498776,1.114081,0.012535
935525.390081,1915828.400712,1.059105,-0.207383
935525.918503,1915829.239262,1.019205,0.068616
935526.435687,1915830.100076,1.054181,0.053323
935526.911549,1915830.987284,1.112095,0.111445
935527.324024,1915831.898632,1.144755,-0.015407
935527.737634,1915832.807403,1.120655,-0.064242
935528.187374,1915833.685341,1.070157,-0.096996
935528.698657,1915834.564154,1.056876,0.090477
935529.173546,1915835.432116,1.058358,-0.051791
935529.678052,1915836.305162,1.038455,-0.061679
935530.189483,1915837.156995,1.070244,0.190735
935530.635725,1915838.055445,1.086847,-0.157539
935531.116450,1915838.920797,1.089373,0.144659
935531.557980,1915839.820488,1.094778,-0.106214
935532.040157,1915840.712645,1.079071,0.052944
935532.503764,1915841.586194,1.064361,-0.078566
935533.002945,1915842.448527,1.046938,0.012863
935533.500264,1915843.311176,1.056655,-0.001438
935533.986333,1915844.189701,1.100860,0.184578
935534.408685,1915845.099266,1.083875,-0.260687
935534.924088,1915845.961442,1.049334,0.137546
935535.401860,1915846.827814,1.051445,-0.100284
935535.917670,1915847.699597,1.058980,0.100057
935536.385458,1915848.578615,1.086234,-0.020301
935536.848722,1915849.468265,1.106451,0.061907
935537.280717,1915850.365861,1.119137,-0.000869
935537.715629,1915851.255226,1.088693,-0.110800
935538.205408,1915852.133199,1.067383,0.034415
935538.686281,1915853.017679,1.086474,0.055266
935539.142319,1915853.913858,1.093458,-0.036086
935539.601768,1915854.787688,1.082164,-0.021189
935540.071686,1915855.662073,1.086892,0.033979
935540.537240,1915856.567513,1.102704,0.024311
935540.979489,1915857.457597,1.104397,-0.015006
935541.434107,1915858.348963,1.086142,-0.035802
935541.911611,1915859.227934,1.061807,-0.044513
935542.405541,1915860.089926,1.062619,0.049456
935542.885289,1915860.976050,1.084670,0.046473
935543.344319,1915861.866326,1.076068,-0.057463
935543.829487,1915862.726300,1.029439,-0.083674
935544.372408,1915863.576355,0.995193,0.020506
935544.923037,1915864.411502,0.964801,-0.085294
935545.503528,1915865.208783,0.941212,0.034197
935546.102639,1915866.030732,0.929127,-0.059195
935546.710431,1915866.824263,0.929060,0.032847
935547.291038,1915867.621116,0.968350,0.054180
935547.839280,1915868.465625,1.036341,0.090841
935548.311726,1915869.345357,1.127447,0.134805
935548.696322,1915870.270024,1.197894,0.044385
935549.040567,1915871.208142,1.210791,-0.039760
935549.403049,1915872.147591,1.188091,-0.037575
935549.789913,1915873.069714,1.161042,-0.019248
935550.199916,1915873.982299,1.131975,-0.056723
935550.633685,1915874.867662,1.118117,0.022561
935551.073698,1915875.778858,1.126268,0.025271
935551.498738,1915876.683680,1.124858,-0.015060
935551.934184,1915877.578810,1.100426,-0.083376
935552.405189,1915878.466759,1.103591,0.120651
935552.829822,1915879.353996,1.104429,-0.080664
935553.295343,1915880.235113,1.064930,-0.082792
935553.798071,1915881.102175,1.068405,0.103945
935554.259650,1915881.990114,1.098876,0.029292
935554.710435,1915882.889611,1.083788,-0.110234
935555.196873,1915883.760204,1.073620,0.075895
935555.664812,1915884.648251,1.081866,-0.016008
935556.141066,1915885.534934,1.065791,-0.036431
935556.629353,1915886.393082,1.044767,-0.023085
935557.139269,1915887.254283,1.037283,0.011809
935557.650271,1915888.121553,1.039259,0.004429
935558.152121,1915888.976853,1.038459,-0.030697
935558.658825,1915889.833796,1.059461,0.096143
935559.135012,1915890.728328,1.076529,-0.026522
935559.614823,1915891.607810,1.055291,-0.059452
935560.116330,1915892.460370,1.038819,-0.002860
935560.626038,1915893.325952,1.056585,0.066055
935561.105791,1915894.211813,1.080550,0.007282
935561.567360,1915895.089646,1.086199,0.003159
935562.032569,1915895.972135,1.073832,-0.045138
935562.517906,1915896.842328,1.060555,-0.009777
935563.014819,1915897.727245,1.074535,0.055782
935563.476800,1915898.613179,1.098049,-0.008343
935563.920542,1915899.498254,1.130635,0.047248
935564.324084,1915900.412138,1.197136,0.112409
935564.652873,1915901.365772,1.269907,0.061335
935564.919510,1915902.330668,1.323900,0.024258
935565.137646,1915903.289097,1.382557,0.079625
935565.291878,1915904.285060,1.454905,0.074210
935565.369361,1915905.279000,1.536511,0.099075
935565.360548,1915906.284201,1.615673,0.063710
935565.279709,1915907.276929,1.690691,0.075068
935565.122008,1915908.264819,1.771911,0.100795
935564.880675,1915909.234750,1.846934,0.047280
935564.575127,1915910.194877,1.918299,0.059512
935564.203015,1915911.105768,2.026160,0.192772
935563.698347,1915911.985819,2.125209,0.025740
935563.145298,1915912.814070,2.206266,0.100015
935562.510225,1915913.596919,2.303309,0.122991
935561.810206,1915914.298601,2.392643,0.037834
935561.054304,1915914.950436,2.490570,0.174228
935560.224012,1915915.507219,2.581822,0.044593
935559.353991,1915916.016007,2.630942,0.032959
935558.478693,1915916.485029,2.660993,0.023239
935557.590022,1915916.935738,2.674714,0.009075
935556.688453,1915917.387425,2.666876,-0.048767
935555.818424,1915917.846131,2.661003,-0.001478
935554.926019,1915918.306241,2.695740,0.139989
935553.998464,1915918.716172,2.700112,-0.096942
935553.116912,1915919.161175,2.637874,-0.168073
935552.254200,1915919.677230,2.652836,0.239345
935551.359300,1915920.096086,2.704487,-0.046468
935550.452264,1915920.519193,2.702540,0.042912
935549.534590,1915920.953121,2.645261,-0.233559
935548.694977,1915921.470567,2.603693,0.083791
935547.822658,1915921.974420,2.648270,0.114175
935546.940376,1915922.414104,2.673704,-0.091412
935546.044126,1915922.873022,2.707354,0.254048
935545.129158,1915923.254451,2.654647,-0.472646
935544.285317,1915923.803700,2.630098,0.361577
935543.390666,1915924.230620,2.690073,-0.084780
935542.482277,1915924.678037,2.677834,0.009897
935541.593400,1915925.129538,2.642748,-0.101351
935540.731948,1915925.631510,2.606081,-0.005663
935539.871067,1915926.151430,2.601773,0.018956
935539.017608,1915926.658726,2.607599,0.017412
935538.153624,1915927.166981,2.598598,-0.005165
935537.311435,1915927.688461,2.544477,-0.152421
935536.510113,1915928.284234,2.495741,0.010713
935535.711306,1915928.894399,2.494257,0.063828
935534.908243,1915929.495382,2.460911,-0.130689
935534.152163,1915930.156847,2.396197,-0.031938
935533.447935,1915930.843251,2.331376,-0.114934
935532.776259,1915931.602602,2.288721,0.036638
935532.131036,1915932.351070,2.256647,-0.040967
935531.514287,1915933.144643,2.177255,-0.143342
935530.989718,1915933.996217,2.073759,-0.079213
935530.548729,1915934.899559,1.961057,-0.164210
935530.232658,1915935.836165,1.850184,-0.077974
935530.001768,1915936.805705,1.764413,-0.072682
935529.847077,1915937.802290,1.682663,-0.100184
935529.777762,1915938.798792,1.610601,-0.017119
935529.767741,1915939.794390,1.521244,-0.181058
935529.876056,1915940.784428,1.433659,-0.029145
935530.041659,1915941.779721,1.382291,-0.031449
935530.252553,1915942.758116,1.322096,-0.085581
935530.530320,1915943.704195,1.248601,-0.073300
935530.885907,1915944.655604,1.178460,-0.104290
935531.297651,1915945.558965,1.142796,0.030203
935531.713504,1915946.469725,1.146990,0.004474
935532.119738,1915947.381205,1.165191,0.088280
935532.500360,1915948.301778,1.140353,-0.170157
935532.951765,1915949.193659,1.105504,0.069556
935533.398485,1915950.090556,1.089762,-0.070768
935533.876681,1915950.965908,1.063020,-0.028944
935534.370441,1915951.837418,1.071984,0.068041
935534.834196,1915952.723472,1.094856,-0.000573
935535.284363,1915953.610417,1.110051,0.039945
935535.727903,1915954.523803,1.107856,-0.044282
935536.182101,1915955.409137,1.088387,-0.016877
935536.651449,1915956.287433,1.074677,-0.012180
935537.134077,1915957.167945,1.068410,-0.006795
935537.611701,1915958.035278,1.075948,0.070062
935538.079803,1915958.920263,1.049076,-0.155325
935538.609386,1915959.771151,1.020621,0.039756
935539.125641,1915960.625431,1.048690,0.068021
935539.607729,1915961.506180,1.080837,0.045143
935540.069810,1915962.395545,1.067961,-0.114892
935540.570546,1915963.257024,1.053881,0.043879
935541.058657,1915964.135020,1.081460,0.056425
935541.512537,1915965.025776,1.106055,0.040285
935541.954089,1915965.920794,1.079843,-0.148191
935542.451691,1915966.782796,1.058098,0.079670
935542.932269,1915967.658420,1.064588,0.010138
935543.418055,1915968.525787,1.022513,-0.071129
935543.974161,1915969.364357,0.909551,-0.205617
935544.639281,1915970.095565,0.768249,-0.096436
935545.406707,1915970.748718,0.621562,-0.216943
935546.260535,1915971.257089,0.478234,-0.087579
935547.182303,1915971.669253,0.357483,-0.114992
935548.124789,1915971.953540,0.208457,-0.192125
935549.117162,1915972.078713,0.046254,-0.172935
935550.123618,1915972.046251,-0.096352,-0.129402
935551.103256,1915971.886911,-0.212312,-0.100153
935552.081201,1915971.624406,-0.300078,-0.085708
935553.012169,1915971.296375,-0.356998,0.021497
935553.940167,1915970.931010,-0.429143,-0.209904
935554.840744,1915970.459917,-0.467763,0.083583
935555.733699,1915970.024996,-0.425846,0.128638
935556.651067,1915969.638557,-0.433048,-0.141083
935557.546951,1915969.186803,-0.489549,-0.054688
935558.419450,1915968.696445,-0.513805,0.016053
935559.284596,1915968.206144,-0.515857,-0.017931
935560.148763,1915967.715841,-0.497377,0.078253
935561.042807,1915967.251515,-0.482852,-0.029962
935561.919731,1915966.787437,-0.490792,-0.032682
935562.812533,1915966.305829,-0.474027,0.078280
935563.704780,1915965.871557,-0.443868,0.027581
935564.605646,1915965.453112,-0.446873,-0.043929
935565.503248,1915965.009747,-0.472443,-0.046703
935566.384525,1915964.544101,-0.481392,0.045046
935567.287279,1915964.077750,-0.490594,-0.070956
935568.160092,1915963.595769,-0.492474,0.063781
935569.035034,1915963.139900,-0.481256,0.012144
935569.925326,1915962.673889,-0.510543,-0.108524
935570.794155,1915962.154791,-0.541110,0.053216
935571.635141,1915961.646322,-0.579346,-0.144005
935572.454489,1915961.068722,-0.608762,0.051083
935573.275768,1915960.502662,-0.599124,-0.017547
935574.104931,1915959.941766,-0.564717,0.091684
935574.967449,1915959.430828,-0.511100,0.027491
935575.848824,1915958.963761,-0.449798,0.151129
935576.765744,1915958.562379,-0.437587,-0.163314
935577.667422,1915958.113126,-0.434341,0.126036
935578.586629,1915957.717594,-0.396332,0.038575
935579.511988,1915957.341118,-0.413119,-0.098401
935580.415898,1915956.915820,-0.458846,-0.064058
935581.298071,1915956.458888,-0.463300,0.073044
935582.197954,1915956.025511,-0.444757,-0.032792
935583.105326,1915955.597601,-0.405368,0.069951
935584.027848,1915955.240234,-0.300228,0.203084
935584.999258,1915955.011059,-0.193582,0.047040
935585.987864,1915954.855918,-0.118983,0.093272
935586.988740,1915954.773105,-0.066999,-0.026809
935587.994357,1915954.721327,0.001998,0.120843
935588.983502,1915954.777033,0.135464,0.217062
935589.969524,1915954.990310,0.257414,0.059761
935590.910823,1915955.284314,0.345721,0.092365
935591.849131,1915955.667208,0.419776,0.014964
935592.743342,1915956.102193,0.527896,0.201489
935593.567223,1915956.668825,0.669513,0.149359
